ordem_codigo,componente_codigo,quantidade_planejada,quantidade_consumida,justificativa,justificado_por
OP-2026-0238,SA-CARC-FUND,35.0000,37.0000,Quebra de ferramenta durante o corte,analista.pcp
OP-2026-0239,SA-EIXO-USIN,75.0000,75.0000,,
OP-2026-0239,MP-OLEO-TEMPERA,11.2500,11.2500,,
OP-2026-0240,MP-CHAPA-3MM,388.5000,402.0198,Perda de chapa no ajuste da ferramenta,supervisor.turno.b
OP-2026-0241,SA-EIXO-USIN,70.0000,70.0000,,
OP-2026-0241,MP-OLEO-TEMPERA,10.5000,10.5000,,
OP-2026-0242,MP-CHAPA-3MM,333.0000,333.0000,,
OP-2026-0243,MP-ALU-A380,112.0000,115.3824,Refugo por porosidade na fundição,supervisor.turno.c
OP-2026-0244,SA-CARC-FUND,95.0000,95.0000,,
OP-2026-0245,SA-CARC-FUND,35.0000,35.0000,,
OP-2026-0246,SA-ESTRUT-SOLD,45.0000,45.0000,,
OP-2026-0246,MP-TINTA-EPOXI,36.0000,37.3860,Repintura por falha de aderência,supervisor.turno.b
OP-2026-0247,SA-CARC-FUND,75.0000,75.0000,,
OP-2026-0248,SA-SUPORTE-EST,210.0000,210.0000,,
OP-2026-0248,MP-TINTA-EPOXI,25.2000,25.2000,,
OP-2026-0249,SA-CARC-USIN,95.0000,95.0000,,
OP-2026-0249,MP-ORING-40,190.0000,190.0000,,
OP-2026-0249,MP-GAXETA-NBR,95.0000,95.0000,,
OP-2026-0249,MP-PARAF-M8,380.0000,380.0000,,
OP-2026-0250,SA-CARC-USIN,75.0000,75.0000,,
OP-2026-0250,SA-EIXO-TEMP,75.0000,75.0000,,
OP-2026-0250,MP-ROLAM-6205,150.0000,150.0000,,
OP-2026-0250,MP-PARAF-M8,450.0000,450.0000,,
OP-2026-0250,MP-ORING-40,75.0000,75.0000,,
OP-2026-0251,SA-EIXO-USIN,70.0000,72.0000,Troca parcial do óleo de têmpera,supervisor.turno.a
OP-2026-0251,MP-OLEO-TEMPERA,10.5000,10.5000,,
OP-2026-0252,SA-SUPORTE-EST,180.0000,180.0000,,
OP-2026-0252,MP-ARAME-MIG,9.9000,9.9000,,
OP-2026-0253,SA-CARC-USIN,35.0000,35.0000,,
OP-2026-0253,SA-EIXO-TEMP,70.0000,70.0000,,
OP-2026-0253,MP-ROLAM-6205,140.0000,140.0000,,
OP-2026-0253,MP-PARAF-M8,350.0000,350.0000,,
OP-2026-0254,SA-EIXO-USIN,75.0000,75.0000,,
OP-2026-0254,MP-OLEO-TEMPERA,11.2500,11.2500,,
OP-2026-0255,MP-ACO-1045,164.5000,164.5000,,
OP-2026-0256,SA-CARC-FUND,35.0000,35.0000,,
OP-2026-0257,MP-ALU-A380,112.0000,110.4096,Aproveitamento de sobra do lote anterior,supervisor.turno.a
OP-2026-0258,SA-CARC-USIN,95.0000,97.0000,Parafuso com rosca danificada substituído,supervisor.turno.b
OP-2026-0258,MP-ORING-40,190.0000,190.0000,,
OP-2026-0258,MP-GAXETA-NBR,95.0000,95.0000,,
OP-2026-0258,MP-PARAF-M8,380.0000,380.0000,,
OP-2026-0259,MP-ALU-A380,512.0000,,,
OP-2026-0260,MP-ACO-1045,82.2500,82.2500,,
OP-2026-0261,SA-CARC-USIN,35.0000,35.0000,,
OP-2026-0261,SA-EIXO-TEMP,70.0000,70.0000,,
OP-2026-0261,MP-ROLAM-6205,140.0000,,,
OP-2026-0261,MP-PARAF-M8,350.0000,,,
OP-2026-0262,MP-ALU-A380,304.0000,304.0000,,
OP-2026-0263,SA-CARC-USIN,75.0000,,,
OP-2026-0263,SA-EIXO-TEMP,75.0000,,,
OP-2026-0263,MP-ROLAM-6205,150.0000,150.0000,,
OP-2026-0263,MP-PARAF-M8,450.0000,,,
OP-2026-0263,MP-ORING-40,75.0000,77.0000,Parafuso com rosca danificada substituído,supervisor.turno.b
OP-2026-0264,SA-ESTRUT-SOLD,45.0000,48.0000,Variação na espessura da camada de tinta,analista.pcp
OP-2026-0264,MP-TINTA-EPOXI,36.0000,,,
OP-2026-0265,MP-ACO-1045,446.5000,446.5000,,
OP-2026-0266,MP-CHAPA-3MM,370.0000,370.0000,,
OP-2026-0267,SA-EIXO-USIN,70.0000,,,
OP-2026-0267,MP-OLEO-TEMPERA,10.5000,10.5000,,
OP-2026-0268,MP-ALU-A380,112.0000,112.0000,,
OP-2026-0269,SA-CARC-FUND,160.0000,,,
OP-2026-0270,SA-CARC-FUND,35.0000,35.0000,,
OP-2026-0271,SA-CARC-USIN,35.0000,35.0000,,
OP-2026-0271,SA-EIXO-TEMP,70.0000,71.0000,Parafuso com rosca danificada substituído,supervisor.turno.a
OP-2026-0271,MP-ROLAM-6205,140.0000,140.0000,,
OP-2026-0271,MP-PARAF-M8,350.0000,350.0000,,
OP-2026-0272,SA-EIXO-USIN,35.0000,35.0000,,
OP-2026-0272,MP-OLEO-TEMPERA,5.2500,5.3923,Troca parcial do óleo de têmpera,supervisor.turno.a
OP-2026-0273,SA-SUPORTE-EST,200.0000,,,
OP-2026-0273,MP-ARAME-MIG,11.0000,10.6854,Aproveitamento de sobra do lote anterior,analista.pcp
OP-2026-0274,MP-CHAPA-3MM,370.0000,,,
OP-2026-0275,SA-CARC-FUND,95.0000,95.0000,,
OP-2026-0276,MP-ACO-1045,82.2500,82.2500,,
OP-2026-0277,MP-CHAPA-3MM,351.5000,362.8183,Rebarba acima do limite gerou refugo,supervisor.turno.a
OP-2026-0278,SA-EIXO-USIN,190.0000,201.0000,Troca parcial do óleo de têmpera,supervisor.turno.b
OP-2026-0278,MP-OLEO-TEMPERA,28.5000,28.5000,,
OP-2026-0279,SA-CARC-FUND,35.0000,35.0000,,
OP-2026-0280,MP-ACO-1045,82.2500,,,
OP-2026-0281,SA-CARC-USIN,160.0000,160.0000,,
OP-2026-0281,MP-ORING-40,320.0000,320.0000,,
OP-2026-0281,MP-GAXETA-NBR,160.0000,160.0000,,
OP-2026-0281,MP-PARAF-M8,640.0000,640.0000,,
OP-2026-0282,SA-SUPORTE-EST,200.0000,200.0000,,
OP-2026-0282,MP-ARAME-MIG,11.0000,10.8845,Aproveitamento de sobra do lote anterior,supervisor.turno.a
OP-2026-0283,SA-CARC-USIN,35.0000,,,
OP-2026-0283,SA-EIXO-TEMP,35.0000,,,
OP-2026-0283,MP-ROLAM-6205,70.0000,,,
OP-2026-0283,MP-PARAF-M8,210.0000,,,
OP-2026-0283,MP-ORING-40,35.0000,,,
OP-2026-0284,SA-SUPORTE-EST,190.0000,199.0000,Repintura por falha de aderência,supervisor.turno.b
OP-2026-0284,MP-TINTA-EPOXI,22.8000,22.8000,,
OP-2026-0285,MP-ALU-A380,112.0000,112.0000,,
OP-2026-0286,SA-ESTRUT-SOLD,50.0000,50.0000,,
OP-2026-0286,MP-TINTA-EPOXI,40.0000,40.0000,,
OP-2026-0287,SA-CARC-USIN,95.0000,95.0000,,
OP-2026-0287,SA-EIXO-TEMP,190.0000,190.0000,,
OP-2026-0287,MP-ROLAM-6205,380.0000,380.0000,,
OP-2026-0287,MP-PARAF-M8,950.0000,950.0000,,
OP-2026-0288,SA-EIXO-USIN,35.0000,37.0000,Troca parcial do óleo de têmpera,supervisor.turno.c
OP-2026-0288,MP-OLEO-TEMPERA,5.2500,5.2500,,
OP-2026-0289,MP-ALU-A380,464.0000,464.0000,,
OP-2026-0290,MP-ALU-A380,80.0000,80.0000,,
OP-2026-0367,SA-SUPORTE-EST,7.0000,7.0000,,
OP-2026-0367,MP-TINTA-EPOXI,0.8400,0.8400,,
OP-2026-0291,MP-ACO-1045,117.5000,119.9088,Refugo por dimensional fora de tolerância,analista.pcp
OP-2026-0292,SA-ESTRUT-SOLD,50.0000,50.0000,,
OP-2026-0292,MP-TINTA-EPOXI,40.0000,40.0000,,
OP-2026-0293,SA-CARC-FUND,35.0000,35.0000,,
OP-2026-0294,SA-CARC-USIN,35.0000,35.0000,,
OP-2026-0294,SA-EIXO-TEMP,35.0000,35.0000,,
OP-2026-0294,MP-ROLAM-6205,70.0000,70.0000,,
OP-2026-0294,MP-PARAF-M8,210.0000,210.0000,,
OP-2026-0294,MP-ORING-40,35.0000,35.0000,,
OP-2026-0295,MP-ALU-A380,320.0000,320.0000,,
OP-2026-0296,MP-ACO-1045,235.0000,235.0000,,
OP-2026-0297,SA-EIXO-USIN,35.0000,35.0000,,
OP-2026-0297,MP-OLEO-TEMPERA,5.2500,5.2500,,
OP-2026-0298,MP-CHAPA-3MM,592.0000,592.0000,,
OP-2026-0299,SA-CARC-FUND,145.0000,145.0000,,
OP-2026-0300,SA-CARC-FUND,25.0000,25.0000,,
OP-2026-0301,MP-ALU-A380,80.0000,80.0000,,
OP-2026-0302,MP-ACO-1045,117.5000,117.5000,,
OP-2026-0303,SA-CARC-FUND,100.0000,100.0000,,
OP-2026-0304,SA-CARC-USIN,35.0000,,,
OP-2026-0304,SA-EIXO-TEMP,35.0000,,,
OP-2026-0304,MP-ROLAM-6205,70.0000,,,
OP-2026-0304,MP-PARAF-M8,210.0000,210.0000,,
OP-2026-0304,MP-ORING-40,35.0000,,,
OP-2026-0305,SA-SUPORTE-EST,320.0000,336.0000,Retrabalho de cordão de solda,supervisor.turno.c
OP-2026-0305,MP-ARAME-MIG,17.6000,17.6000,,
OP-2026-0306,SA-EIXO-USIN,50.0000,,,
OP-2026-0306,MP-OLEO-TEMPERA,7.5000,7.5000,,
OP-2026-0307,SA-EIXO-USIN,100.0000,,,
OP-2026-0307,MP-OLEO-TEMPERA,15.0000,,,
OP-2026-0308,MP-ALU-A380,80.0000,,,
OP-2026-0309,SA-CARC-FUND,25.0000,,,
OP-2026-0310,MP-ACO-1045,117.5000,,,
OP-2026-0311,MP-CHAPA-3MM,175.7500,,,
OP-2026-0312,SA-CARC-USIN,145.0000,,,
OP-2026-0312,MP-ORING-40,290.0000,,,
OP-2026-0312,MP-GAXETA-NBR,145.0000,,,
OP-2026-0312,MP-PARAF-M8,580.0000,,,
OP-2026-0313,SA-CARC-USIN,25.0000,,,
OP-2026-0313,SA-EIXO-TEMP,50.0000,,,
OP-2026-0313,MP-ROLAM-6205,100.0000,,,
OP-2026-0313,MP-PARAF-M8,250.0000,,,
OP-2026-0314,SA-EIXO-USIN,50.0000,,,
OP-2026-0314,MP-OLEO-TEMPERA,7.5000,,,
OP-2026-0315,SA-CARC-USIN,100.0000,,,
OP-2026-0315,SA-EIXO-TEMP,100.0000,,,
OP-2026-0315,MP-ROLAM-6205,200.0000,,,
OP-2026-0315,MP-PARAF-M8,600.0000,,,
OP-2026-0315,MP-ORING-40,100.0000,,,
OP-2026-0316,SA-ESTRUT-SOLD,80.0000,,,
OP-2026-0316,MP-TINTA-EPOXI,64.0000,,,
OP-2026-0317,SA-SUPORTE-EST,95.0000,,,
OP-2026-0317,MP-TINTA-EPOXI,11.4000,,,
OP-2026-0318,SA-CARC-FUND,25.0000,,,
OP-2026-0319,MP-ALU-A380,176.0000,,,
OP-2026-0320,MP-CHAPA-3MM,175.7500,,,
OP-2026-0321,MP-ALU-A380,160.0000,,,
OP-2026-0322,MP-ACO-1045,129.2500,,,
OP-2026-0323,SA-CARC-USIN,25.0000,,,
OP-2026-0323,SA-EIXO-TEMP,50.0000,,,
OP-2026-0323,MP-ROLAM-6205,100.0000,,,
OP-2026-0323,MP-PARAF-M8,250.0000,,,
OP-2026-0324,MP-ALU-A380,128.0000,,,
OP-2026-0325,MP-ACO-1045,188.0000,,,
OP-2026-0326,SA-SUPORTE-EST,95.0000,,,
OP-2026-0326,MP-TINTA-EPOXI,11.4000,,,
OP-2026-0327,SA-EIXO-USIN,50.0000,,,
OP-2026-0327,MP-OLEO-TEMPERA,7.5000,,,
OP-2026-0328,MP-CHAPA-3MM,222.0000,,,
OP-2026-0329,MP-ALU-A380,160.0000,,,
OP-2026-0330,MP-ALU-A380,176.0000,,,
OP-2026-0331,SA-CARC-FUND,55.0000,,,
OP-2026-0332,MP-ALU-A380,128.0000,,,
OP-2026-0333,SA-CARC-USIN,25.0000,,,
OP-2026-0333,SA-EIXO-TEMP,50.0000,,,
OP-2026-0333,MP-ROLAM-6205,100.0000,,,
OP-2026-0333,MP-PARAF-M8,250.0000,,,
OP-2026-0334,SA-CARC-FUND,50.0000,,,
OP-2026-0335,SA-SUPORTE-EST,120.0000,,,
OP-2026-0335,MP-ARAME-MIG,6.6000,,,
OP-2026-0336,SA-EIXO-USIN,55.0000,,,
OP-2026-0336,MP-OLEO-TEMPERA,8.2500,,,
OP-2026-0337,MP-ACO-1045,188.0000,,,
OP-2026-0338,SA-CARC-FUND,40.0000,,,
OP-2026-0339,MP-ACO-1045,129.2500,,,
OP-2026-0340,SA-EIXO-USIN,80.0000,,,
OP-2026-0340,MP-OLEO-TEMPERA,12.0000,,,
OP-2026-0341,SA-CARC-FUND,50.0000,,,
OP-2026-0342,MP-CHAPA-3MM,222.0000,,,
OP-2026-0343,SA-CARC-FUND,55.0000,,,
OP-2026-0344,MP-CHAPA-3MM,342.2500,,,
OP-2026-0345,SA-CARC-FUND,40.0000,,,
OP-2026-0346,SA-CARC-USIN,55.0000,,,
OP-2026-0346,SA-EIXO-TEMP,55.0000,,,
OP-2026-0346,MP-ROLAM-6205,110.0000,,,
OP-2026-0346,MP-PARAF-M8,330.0000,,,
OP-2026-0346,MP-ORING-40,55.0000,,,
OP-2026-0347,MP-CHAPA-3MM,222.0000,,,
OP-2026-0348,SA-ESTRUT-SOLD,30.0000,,,
OP-2026-0348,MP-TINTA-EPOXI,24.0000,,,
OP-2026-0349,MP-ALU-A380,160.0000,,,
OP-2026-0350,SA-EIXO-USIN,80.0000,,,
OP-2026-0350,MP-OLEO-TEMPERA,12.0000,,,
OP-2026-0351,SA-CARC-USIN,50.0000,,,
OP-2026-0351,MP-ORING-40,100.0000,,,
OP-2026-0351,MP-GAXETA-NBR,50.0000,,,
OP-2026-0351,MP-PARAF-M8,200.0000,,,
OP-2026-0352,SA-EIXO-USIN,55.0000,,,
OP-2026-0352,MP-OLEO-TEMPERA,8.2500,,,
OP-2026-0353,SA-CARC-USIN,40.0000,,,
OP-2026-0353,SA-EIXO-TEMP,80.0000,,,
OP-2026-0353,MP-ROLAM-6205,160.0000,,,
OP-2026-0353,MP-PARAF-M8,400.0000,,,
OP-2026-0354,SA-SUPORTE-EST,185.0000,,,
OP-2026-0354,MP-TINTA-EPOXI,22.2000,,,
OP-2026-0355,SA-SUPORTE-EST,120.0000,,,
OP-2026-0355,MP-ARAME-MIG,6.6000,,,
OP-2026-0356,SA-SUPORTE-EST,120.0000,,,
OP-2026-0356,MP-ARAME-MIG,6.6000,,,
OP-2026-0357,SA-CARC-USIN,55.0000,,,
OP-2026-0357,SA-EIXO-TEMP,55.0000,,,
OP-2026-0357,MP-ROLAM-6205,110.0000,,,
OP-2026-0357,MP-PARAF-M8,330.0000,,,
OP-2026-0357,MP-ORING-40,55.0000,,,
OP-2026-0358,SA-CARC-USIN,50.0000,,,
OP-2026-0358,MP-ORING-40,100.0000,,,
OP-2026-0358,MP-GAXETA-NBR,50.0000,,,
OP-2026-0358,MP-PARAF-M8,200.0000,,,
OP-2026-0359,SA-CARC-USIN,40.0000,,,
OP-2026-0359,SA-EIXO-TEMP,80.0000,,,
OP-2026-0359,MP-ROLAM-6205,160.0000,,,
OP-2026-0359,MP-PARAF-M8,400.0000,,,
OP-2026-0360,SA-CARC-FUND,50.0000,,,
OP-2026-0361,SA-ESTRUT-SOLD,30.0000,,,
OP-2026-0361,MP-TINTA-EPOXI,24.0000,,,
OP-2026-0362,SA-ESTRUT-SOLD,30.0000,,,
OP-2026-0362,MP-TINTA-EPOXI,24.0000,,,
OP-2026-0363,SA-CARC-USIN,50.0000,,,
OP-2026-0363,MP-ORING-40,100.0000,,,
OP-2026-0363,MP-GAXETA-NBR,50.0000,,,
OP-2026-0363,MP-PARAF-M8,200.0000,,,
